Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
40129	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ENCHANT_WIND	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	100	0	0
40130	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ENCHANT_WIND	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1	0	0	100	0	0
40131	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ENCHANT_WIND	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2	0	0	100	0	0
40132	???	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_WOLFMAN | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ENCHANT_WIND	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3	0	0	100	0	0
40133	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ENCHANT_WIND	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4	0	0	100	0	0
40134	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ENCHANT_WIND	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	5	0	0	100	0	0
40135	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ENCHANT_WIND	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	8	0	0	100	0	0
4397	???	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE | ANTI_PKDROP | ANTI_SELL	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
4398	???	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE | ANTI_PKDROP | ANTI_SELL	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
43048	???	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_PKDROP | ANTI_SAVE | ANTI_SELL | ANTI_GET | ANTI_FEMALE	NONE	WEAR_BUFFI_BODY	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_BOSS	10	0	0	0	43048	0	0	80	0	0
43049	???	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_PKDROP | ANTI_SAVE | ANTI_SELL | ANTI_GET | ANTI_MALE	NONE	WEAR_BUFFI_BODY	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_BOSS	10	0	0	0	43049	0	0	80	0	0
43050	???	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_STACK | ANTI_PKDROP | ANTI_SAVE | ANTI_SELL | ANTI_GET | ANTI_FEMALE	NONE	WEAR_BUFFI_HAIR	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_BOSS	10	0	0	0	43050	0	0	80	0	0
43051	???	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_STACK | ANTI_PKDROP | ANTI_SAVE | ANTI_SELL | ANTI_GET | ANTI_MALE	NONE	WEAR_BUFFI_HAIR	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_BOSS	10	0	0	0	43051	0	0	80	0	0
40171	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUDANG | ANTI_STACK | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_BOSS	10	0	0	0	0	0	0	100	0	0
40172	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_BOSS	10	0	0	0	1	0	0	100	0	0
40173	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_BOSS	10	0	0	0	2	0	0	100	0	0
40174	???	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_WOLFMAN | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_BOSS	10	0	0	0	3	0	0	100	0	0
40175	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_STACK | ANTI_SELL	NONE	WEAR_BUFFI_WEAPON	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_BOSS	10	0	0	0	4	0	0	100	0	0
40176	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_STACK | ANTI_SELL	NONE	WEAR_BUFFI_WEAPON	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_BOSS	10	0	0	0	5	0	0	100	0	0
40177	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	1728000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_BOSS	10	0	0	0	8	0	0	100	0	0
40178	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	15	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	0	0	0	100	0	0
40179	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	15	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	1	0	0	100	0	0
40180	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	15	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	2	0	0	100	0	0
40181	???	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_WOLFMAN | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	15	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	3	0	0	100	0	0
40182	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	WEAR_BUFFI_WEAPON	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	15	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	4	0	0	100	0	0
40183	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	WEAR_BUFFI_WEAPON	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	15	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	5	0	0	100	0	0
40184	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	15	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	8	0	0	100	0	0
40185	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUDANG | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_PKDROP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	100	0	0
40186	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_PKDROP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1	0	0	100	0	0
40187	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_PKDROP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2	0	0	100	0	0
40188	???	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_WOLFMAN | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_PKDROP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3	0	0	100	0	0
40189	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_PKDROP | ANTI_SAFEBOX	NONE	WEAR_BUFFI_WEAPON	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4	0	0	100	0	0
40190	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_PKDROP | ANTI_SAFEBOX	NONE	WEAR_BUFFI_WEAPON	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	5	0	0	100	0	0
40191	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_PKDROP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	8	0	0	100	0	0
43028	???	ITEM_COSTUME	COSTUME_BODY	2	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_PKDROP | ANTI_SAFEBOX | ANTI_FEMALE	NONE	WEAR_BUFFI_BODY	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	43028	0	0	100	0	0
43029	???	ITEM_COSTUME	COSTUME_BODY	2	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_PKDROP | ANTI_SAFEBOX | ANTI_MALE	NONE	WEAR_BUFFI_BODY	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	43029	0	0	100	0	0
43030	???	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_PKDROP | ANTI_SAFEBOX | ANTI_FEMALE	NONE	NONE	WEAR_BUFFI_HAIR	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	43030	0	0	100	0	0
43031	???	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_PKDROP | ANTI_SAFEBOX | ANTI_MALE	NONE	NONE	WEAR_BUFFI_HAIR	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	43031	0	0	100	0	0
43032	???	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_PKDROP | ANTI_SELL | ANTI_FEMALE	NONE	WEAR_BUFFI_BODY	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	43032	0	0	100	0	0
43033	???	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_PKDROP | ANTI_SELL | ANTI_MALE	NONE	WEAR_BUFFI_BODY	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	43033	0	0	100	0	0
43034	???	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_STACK | ANTI_PKDROP | ANTI_SELL | ANTI_FEMALE	NONE	WEAR_BUFFI_HAIR	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	43034	0	0	100	0	0
43035	???	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_STACK | ANTI_PKDROP | ANTI_SELL | ANTI_MALE	NONE	WEAR_BUFFI_HAIR	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	43035	0	0	100	0	0
43036	???	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_PKDROP | ANTI_SELL | ANTI_FEMALE	NONE	WEAR_BUFFI_BODY	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	43036	0	0	100	0	0
43037	???	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_PKDROP | ANTI_SELL | ANTI_MALE	NONE	WEAR_BUFFI_BODY	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	43037	0	0	100	0	0
43038	???	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_STACK | ANTI_PKDROP | ANTI_SELL | ANTI_FEMALE	NONE	WEAR_BUFFI_HAIR	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	43038	0	0	100	0	0
43039	???	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_STACK | ANTI_PKDROP | ANTI_SELL | ANTI_MALE	NONE	WEAR_BUFFI_HAIR	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	43039	0	0	100	0	0
40192	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	0	0	0	100	0	0
40193	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	1	0	0	100	0	0
40194	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	2	0	0	100	0	0
40195	???	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_WOLFMAN | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	3	0	0	100	0	0
40196	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	WEAR_BUFFI_WEAPON	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	4	0	0	100	0	0
40197	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	WEAR_BUFFI_WEAPON	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	5	0	0	100	0	0
40198	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	8	0	0	100	0	0
40199	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	0	0	0	100	0	0
40200	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	1	0	0	100	0	0
40201	???	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	2	0	0	100	0	0
40202	???	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_WOLFMAN | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	3	0	0	100	0	0
40203	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	WEAR_BUFFI_WEAPON	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	4	0	0	100	0	0
40204	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	WEAR_BUFFI_WEAPON	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	5	0	0	100	0	0
40205	???	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	0	0	8	0	0	100	0	0
8740	???	ITEM_COSTUME	COSTUME_PET	1	ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	28800	34901	0	0	0	0	0	0	0																																																																
8741	???	ITEM_COSTUME	COSTUME_PET	1	ANTI_STACK | ANTI_PKDROP | ANTI_SELL	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_BOSS	25	APPLY_ATTBONUS_MONSTER	25	28800	34902	0	0	0	0	0	0	0																																																																
71220	???	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK | ANTI_PKDROP | ANTI_SELL	QUEST_USE | ITEM_QUEST	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_METIN	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	28800	20144	0	0	20144	0	0	0	0	1																																																															
